"Data Source","World Development Indicators",

"Last Updated Date","2026-07-13",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Bahamas, The","BHS","Coal rents (% of GDP)","NY.GDP.COAL.RT.ZS","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","",
"Bosnia and Herzegovina","BIH","Coal rents (% of GDP)","NY.GDP.COAL.RT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0174651080042245","0.0679731123399078","0.0383334772307156","0.039185224023228","0.085860424257097","0.0147906862857682","0.138280003033367","0.448961430454632","0.141291322347015","0.129088331018867","1.02502375676112","0.613757035471359","0.617839638487773","0.816076787678695","2.37666975759293","0.77289496372878","1.41865020328922","1.85949087082502","0.832298329684597","0.389629817927477","0.258107281929994","0.196643861612622","0.235805940272804","0.302151206386166","0.322899368848151","0.219668427336333","0.184004951800987","0.301983937935592","","","","",
"Belarus","BLR","Coal rents (% of GDP)","NY.GDP.COAL.RT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","",
"Belize","BLZ","Coal rents (% of GDP)","NY.GDP.COAL.RT.ZS","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","",
"Bermuda","BMU","Coal rents (% of GDP)","NY.GDP.COAL.RT.ZS","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","",
"Bolivia","BOL","Coal rents (% of GDP)","NY.GDP.COAL.RT.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","",
"Brazil","BRA","Coal rents (% of GDP)","NY.GDP.COAL.RT.ZS","","","","","","","","","","","","0.00739199932807612","0.00594533451315925","0.00470888591618114","0.0133093005032934","0.0257281324817585","0.0297089056901109","0.0306955655923164","0.0276920747165437","0.0256372479959672","0.0308320522999571","0.0462258655327928","0.0525098297149989","0.048249916805463","0.0406331226964831","0.0475278896636713","0.0226060664066618","0.0055411028255795","0.00952552159519936","0.0107631357552744","0.0066468832212895","0.00688058974832261","0.00404558320696948","0.000197775450771014","0.000579476761429701","0.00197159421441086","0.00126766169847383","0.000875381832751195","2.05795269019027E-05","1.38945690023312E-05","6.98902048105947E-06","0.00327075169283963","0.000383483940309902","0.000645916030098932","0.0122345324556236","0.00780132134832764","0.00675465218294961","0.00855782820001906","0.0225501741442782","0.00722942828769676","0.0091357537078027","0.0104996113695429","0.009147101698668","0.00935997407166011","0.00677966895333873","0.00659466507714716","0.00639411981654579","0.00543239879503841","0.00693386352998793","0.00577379416810497","0.00613690816198321","0.0143152350634996","","","","",
"Barbados","BRB","Coal rents (% of GDP)","NY.GDP.COAL.RT.ZS","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","",
"Brunei Darussalam","BRN","Coal rents (% of GDP)","NY.GDP.COAL.RT.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","",
"Bhutan","BTN","Coal rents (% of GDP)","NY.GDP.COAL.RT.ZS","","","","","","","","","","","","","","","","","","","","","0.000633268958528461","0.00162153338347637","0.00184646059784211","0.00198158097617908","0.00304615686240623","0.00424788743184192","0.00425736521892819","0.00501961551485944","0.00651415038732661","0.00823708005406089","0.00839937144057017","0.00979470148662169","0.242359976282932","0.143846996595482","0.190908080409126","0.288693595467656","0.231359500990389","0.143033955611796","0.104991590319764","0.0735626936548814","0.0933287461203952","0.227224671131255","0.147715230880035","0.108200870366884","0.112179865529557","0.224305476447453","0.254239630000497","0.28236515513651","0.669018206498215","0.125747038230811","0.269641600488603","0.299775409988227","0.21832837678294","0","0","0","0","0","0","0","0","0","","","","",
"Botswana","BWA","Coal rents (% of GDP)","NY.GDP.COAL.RT.ZS","","","","","","","","","","","","0","0.0186618352166527","0.0388515230798067","0.0887536217577939","0.319311676387826","0.973133937939042","1.09994496800007","0.852349823897253","0.718164477160786","0.820163759120309","1.23600488060464","1.47703894704089","0.753961973463714","0.566675641782598","0.786990979960984","0.54613167949472","0.278122212469247","0.328480809768848","0.364175612291258","0.376737732667406","0.347958133021311","0.339113517040975","0.240960842415644","0.250343875040253","0.323435502252839","0.23380694105271","0.184308507701451","0.166770310280778","0.101000971358316","0.139274596524146","0.252153733387292","0.170687645060931","0.12183171274878","0.346717157221236","0.26837351869852","0.28588666950323","0.32800425160969","0.764905638314842","0.220914121745021","0.430760831584099","0.368466644271236","0.508801284243223","0.40661685146208","0.312542070209993","0.307384412369603","0.279219006721672","0.41284939046878","0.514157744276992","0.326579622734528","0.276198000728634","0.500235146664399","","","","",
"Central African Republic","CAF","Coal rents (% of GDP)","NY.GDP.COAL.RT.ZS","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","",
"Canada","CAN","Coal rents (% of GDP)","NY.GDP.COAL.RT.ZS","","","","","","","","","","","0.0433348274114575","0.0566591579819479","0.0590341706995272","0.0650808504544417","0.107996315967817","0.276727362850915","0.258039127916198","0.27850186292136","0.287550478769541","0.262087037870324","0.277263544413415","0.376629952319113","0.419235112485125","0.287063903271562","0.300918623851284","0.310806449938126","0.219081026212053","0.124808297233776","0.140037714678585","0.176471232681141","0.179973367798056","0.180997900139032","0.138835445422196","0.114565804059871","0.0951296547985666","0.164621094674048","0.171225903313589","0.154495984691372","0.116915908557634","0.0686138022560112","0.0678379849881592","0.111915500607763","0.0859207575484165","0.0703204719569824","0.141081981512294","0.152155931468389","0.153706697524731","0.109096873104644","0.374150835026828","0.198211464291355","0.246577674456861","0.312902433338827","0.165451060942996","0.111210926632906","0.0762774146791335","0.0677434311762043","0.0762147109420282","0.0890428258212832","0.0853870422151225","0.053736494242235","0.0442539359555517","0.0730211132400775","","","","",
"Central Europe and the Baltics","CEB","Coal rents (% of GDP)","NY.GDP.COAL.RT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0706746860817844","0.0913138517662054","0.122984577043382","1.10823347587679","0.899722304460866","0.61633768139169","0.320229256662875","0.194029941492943","0.234782593856354","0.188124760968142","0.157382869138645","0.128857986899526","0.0603136481518175","0.116187824962689","0.278317497245684","0.138758903793427","0.109644616649484","0.475296576363047","0.348489534962718","0.331781023463616","0.298753889035531","0.858647951729065","0.325263911740953","0.517123181477926","0.598714258763478","0.303887370864375","0.138236236400625","0.11356198394394","0.106251385998621","0.114742662028628","0.135262975143173","0.130008157364729","0.0941265917289895","0.0657593664654064","0.113478868525975","","","","",
"Switzerland","CHE","Coal rents (% of GDP)","NY.GDP.COAL.RT.ZS","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","",
"Channel Islands","CHI","Coal rents (% of GDP)","NY.GDP.COAL.RT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Coal rents (% of GDP)","NY.GDP.COAL.RT.ZS","","","","","","","","","","","","1.75428797542783E-07","2.56488899074269E-06","0.000639002253560567","0.0262491200162529","0.223367483634975","0.142771724540081","0.111844922123817","0.0668422495479221","0.0388434146987495","0.063445362636141","0.0965916910144665","0.125998565942598","0.0764968910338638","0.0626453939991633","0.0954568103551375","0.0497742889633383","2.94416860399134E-05","0.0153343291888085","0.0355850958232769","0.0388798270131772","0.0319766808501447","0.0104163434648414","0","0","0.00404072218518581","0.000522033807735404","0","0","0","0","0.00137950035539109","0","1.86613613263971E-07","0.00436179509414074","0.00452910146140704","0.00396307707123133","0.00262239345949179","0.017518031560179","0.00413931434107068","0.00803498205936179","0.00946025062745968","0.00677063368138203","0.0209492686777565","0.0242195938381422","0.0152173546318032","0.0133752190489627","0.0156030837579444","0.015765082710182","0.00773911690521945","0.0024227961414755","0.0001519770108825","","","","",
"China","CHN","Coal rents (% of GDP)","NY.GDP.COAL.RT.ZS","","","","","","","","","","","","0.0745389208411057","0.0691535992826392","0.077074228180657","0.711009206486046","2.69280693403666","3.0311520485369","3.08113278502555","3.33590821868904","2.69650761840277","4.550303812533","7.95333965961777","8.72549855637581","4.38935293161726","2.98496212712962","3.04748440074638","1.58663620371161","0.196742361719575","0.914569028426778","1.47842452212878","1.7052386616778","1.34805201595044","0.699208657061324","0.142655939106701","0.0649779012544379","0.455735912219756","0.128660824709202","0.0847831389309089","0.14993960613722","0.0711870233211488","0.146386681969002","0.801896055646553","0.263542850237849","0.220007406138794","2.48180871668287","1.84458902608905","1.8434710833023","2.10209759333344","4.95292742699964","1.70995200685933","2.74101073299239","3.531173681463","1.77837319641686","1.08227721470867","0.795129720884853","0.404630230720423","0.413140466173888","0.53771676055273","0.582602393231466","0.448117054740137","0.359558405712834","0.607568894164746","","","","",
"Cote d'Ivoire","CIV","Coal rents (% of GDP)","NY.GDP.COAL.RT.ZS","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","",
"Cameroon","CMR","Coal rents (% of GDP)","NY.GDP.COAL.RT.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","",
"Congo, Dem. Rep.","COD","Coal rents (% of GDP)","NY.GDP.COAL.RT.ZS","","","","","","","","","","","","0.00730930995701116","0.00850417868117583","0.0083748881903898","0.010636333210213","0.0266903598110773","0.0195194840899775","0.0187303503284891","0.0119255853935333","0.0117680004887757","0.0240384523831925","0.0415887168711392","0.034794904631151","0.0245596664503119","0.029454852344647","0.0360951861014179","0.0243935475390816","0.0191071080738812","0.0211678148404289","0.0250913169805197","0.0259130599458666","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","",
"Congo, Rep.","COG","Coal rents (% of GDP)","NY.GDP.COAL.RT.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","",
"Colombia","COL","Coal rents (% of GDP)","NY.GDP.COAL.RT.ZS","","","","","","","","","","","","0.0410172348042826","0.0368235493191544","0.0357097536021074","0.134444545082803","0.410758200603752","0.414101377848907","0.347249855431733","0.291940467657637","0.227242710571107","0.227831539620897","0.340147473242694","0.374381410162188","0.253478521180264","0.233149990629555","0.352719780445643","0.223224724725254","0.054428760529238","0.112481137209196","0.282186927995717","0.318211442256867","0.2736211426375","0.155844186701443","0.0342376032108984","0.0153010812605245","0.0932435181074178","0.0320248212890901","0.017596369894562","0.0181023390909199","0.00578561757482169","0.00594743270414655","0.0917148556563016","0.0189143133586352","0.012881055924233","1.06821593565836","0.596433944424005","0.667109273396652","1.00789274631713","2.52115179783189","0.693707471444523","1.27474708918259","1.77817848904041","1.03216023590783","0.731247317458531","0.592321749950267","0.570764338950047","0.708360151216034","0.859687671858285","0.870600652866166","0.666127039502179","0.389999760965154","0.725814104210245","","","","",
"Comoros","COM","Coal rents (% of GDP)","NY.GDP.COAL.RT.ZS","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","",
"Cabo Verde","CPV","Coal rents (% of GDP)","NY.GDP.COAL.RT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.3345094673672","59.5161232558082","69.8038632577659","58.8340571455211","55.7330916346419","45.1411282201477","26.8093770604547","28.2075920745909","29.3073905590353","28.8241325799333","27.9261973255657","21.8556292367127","13.9165354661169","17.0506562731343","23.7774303144037","18.6660117494038","13.6465215764818","25.0815325396624","31.6104334488128","30.4031239366484","21.5472166448193","48.7224896766497","21.2095054194917","32.8175245458718","39.6578022158308","24.4650892301952","15.9841772281575","11.3666676890308","8.69712510622088","9.38675264949474","11.6082269487291","13.9398394603711","12.7633265623315","11.0704275823815","17.1799974804718","","","","",
"Costa Rica","CRI","Coal rents (% of GDP)","NY.GDP.COAL.RT.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","",
